predictor	predictor_type	name	fold	diff_empty	diff_medium_surprisal	diff_full_surprisal
149	surprisal_buggy + prev_surprisal_buggy + prev2_surprisal_buggy + prev3_surprisal_buggy	1	surprisal_buggy	9	0.0327838518476371	0.0170672604671784	8.88178419700125e-16
150	surprisal_buggy + prev_surprisal_buggy + prev2_surprisal_buggy + prev3_surprisal_buggy	1	surprisal_buggy	10	0.0359747546893479	0.00748238688277869	0
151	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	1	0.036381553872868	0.0197366339992895	0.000258332063806321
152	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	2	0.0457827959317996	0.0197044647036124	0.00111657049068192
153	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	3	0.0372257649060774	0.0209833618346602	0.000201273888782438
154	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	4	0.0473356290519078	0.0230100288128581	-0.00115245256794427
155	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	5	0.0390694301370189	0.0226769702806058	-0.000309839888953611
156	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	6	0.0427470495923288	0.0239977266960283	0.00105570006117084
157	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	7	0.0351481443501926	0.0187730261591579	-6.25793825808074e-05
158	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	8	0.0304628598754029	0.00948316134687843	0.000352960475487052
159	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	9	0.0341724644440013	0.0184558730635427	0.00138861259636514
160	surprisal + surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	5	surprisal_buggy	10	0.0369652623618846	0.00847289455531541	0.000990507672536722
161	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	1	0.0359934862981035	0.019348566424525	-0.000129735510958184
162	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	2	0.0443839243203881	0.0183055930922009	-0.000282301120729578
163	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	3	0.0369816759478505	0.0207392728764333	-4.28150694444795e-05
164	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	4	0.0494041785563839	0.0250785783173342	0.00091609693653183
165	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	5	0.039058367129984	0.0226659072735709	-0.000320902895988517
166	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	6	0.0416422399358103	0.0228929170395098	-4.91095953476517e-05
167	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	7	0.0347720722815001	0.0183969540904654	-0.000438651451273309
168	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	8	0.0306915926963542	0.0097118941678298	0.000581693296438424
169	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	9	0.032473290260624	0.0167566988801653	-0.000310561587012259
170	surprisal_buggy + prev_surprisal + prev2_surprisal + prev3_surprisal	6	surprisal_buggy	10	0.0367722758957241	0.00827990808915491	0.000797521206376217
171	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	1	0.0359185549928425	0.0192736351192639	-0.000204666816219223
172	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	2	0.0455828132685454	0.0195044820403583	0.000916587827427762
173	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	3	0.0372158497336788	0.0209734466622615	0.00019135871638376
